"Notes"	"States"	"States Code"	"Disease"	"Disease Code"	"Year"	"Year Code"	Case Count
	"West Virginia"	"54"	"Malaria"	"10130"	"2017"	"2017"	2
	"West Virginia"	"54"	"Malaria"	"10130"	"2018"	"2018"	3
	"West Virginia"	"54"	"Meningococcal disease, All serogroups"	"10150"	"2016"	"2016"	4
	"West Virginia"	"54"	"Meningococcal disease, All serogroups"	"10150"	"2017"	"2017"	3
	"West Virginia"	"54"	"Meningococcal disease, All serogroups"	"10150"	"2018"	"2018"	1
	"West Virginia"	"54"	"Meningococcal disease, Serogroup B"	"10152"	"2016"	"2016"	4
	"West Virginia"	"54"	"Meningococcal disease, Serogroup B"	"10152"	"2017"	"2017"	1
	"West Virginia"	"54"	"Meningococcal disease, Other serogroups"	"10153"	"2017"	"2017"	1
	"West Virginia"	"54"	"Meningococcal disease, Other serogroups"	"10153"	"2018"	"2018"	1
	"West Virginia"	"54"	"Meningococcal disease, Unknown serogroup"	"10154"	"2017"	"2017"	1
	"West Virginia"	"54"	"Mumps"	"10180"	"2016"	"2016"	3
	"West Virginia"	"54"	"Mumps"	"10180"	"2017"	"2017"	2
	"West Virginia"	"54"	"Mumps"	"10180"	"2018"	"2018"	3
	"West Virginia"	"54"	"Paratyphoid fever"	"50236"	"2018"	"2018"	3
	"West Virginia"	"54"	"Pertussis"	"10190"	"2016"	"2016"	26
	"West Virginia"	"54"	"Pertussis"	"10190"	"2017"	"2017"	13
	"West Virginia"	"54"	"Pertussis"	"10190"	"2018"	"2018"	27
	"West Virginia"	"54"	"Q fever, Total"	"10256"	"2016"	"2016"	1
	"West Virginia"	"54"	"Q fever, Total"	"10256"	"2017"	"2017"	3
	"West Virginia"	"54"	"Q fever, Acute"	"10257"	"2016"	"2016"	1
	"West Virginia"	"54"	"Q fever, Acute"	"10257"	"2017"	"2017"	2
	"West Virginia"	"54"	"Q fever, Chronic"	"10258"	"2017"	"2017"	1
	"West Virginia"	"54"	"Rabies, Animal"	"10340"	"2016"	"2016"	33
	"West Virginia"	"54"	"Rabies, Animal"	"10340"	"2017"	"2017"	38
	"West Virginia"	"54"	"Rabies, Animal"	"10340"	"2018"	"2018"	69
	"West Virginia"	"54"	"Salmonellosis"	"11000"	"2016"	"2016"	239
	"West Virginia"	"54"	"Salmonellosis"	"11000"	"2017"	"2017"	227
	"West Virginia"	"54"	"Salmonellosis (excluding paratyphoid fever and typhoid fever)"	"50242"	"2018"	"2018"	244
	"West Virginia"	"54"	"Shiga toxin-producing Escherichia coli (STEC)"	"11563"	"2016"	"2016"	23
	"West Virginia"	"54"	"Shiga toxin-producing Escherichia coli (STEC)"	"11563"	"2017"	"2017"	28
	"West Virginia"	"54"	"Shiga toxin-producing Escherichia coli (STEC)"	"11563"	"2018"	"2018"	92
	"West Virginia"	"54"	"Shigellosis"	"11010"	"2016"	"2016"	12
	"West Virginia"	"54"	"Shigellosis"	"11010"	"2017"	"2017"	26
	"West Virginia"	"54"	"Shigellosis"	"11010"	"2018"	"2018"	21
	"West Virginia"	"54"	"Spotted fever rickettsiosis, Total"	"10250"	"2016"	"2016"	14
	"West Virginia"	"54"	"Spotted fever rickettsiosis, Total"	"10250"	"2017"	"2017"	18
	"West Virginia"	"54"	"Spotted fever rickettsiosis, Total"	"10250"	"2018"	"2018"	20
	"West Virginia"	"54"	"Spotted fever rickettsiosis, Confirmed"	"10253"	"2017"	"2017"	1
	"West Virginia"	"54"	"Spotted fever rickettsiosis, Confirmed"	"10253"	"2018"	"2018"	1
	"West Virginia"	"54"	"Spotted fever rickettsiosis, Probable"	"10254"	"2016"	"2016"	14
	"West Virginia"	"54"	"Spotted fever rickettsiosis, Probable"	"10254"	"2017"	"2017"	17
	"West Virginia"	"54"	"Spotted fever rickettsiosis, Probable"	"10254"	"2018"	"2018"	19
	"West Virginia"	"54"	"Streptococcal toxic shock syndrome"	"11700"	"2016"	"2016"	1
	"West Virginia"	"54"	"Streptococcal toxic shock syndrome"	"11700"	"2017"	"2017"	1
	"West Virginia"	"54"	"Syphilis, Total, all stages"	"10399"	"2016"	"2016"	151
	"West Virginia"	"54"	"Syphilis, Total, all stages"	"10399"	"2017"	"2017"	123
	"West Virginia"	"54"	"Syphilis, Total, all stages"	"10399"	"2018"	"2018"	185
	"West Virginia"	"54"	"Syphilis, Congenital"	"10316"	"2016"	"2016"	2
	"West Virginia"	"54"	"Syphilis, Congenital"	"10316"	"2017"	"2017"	2
	"West Virginia"	"54"	"Syphilis, Congenital"	"10316"	"2018"	"2018"	1
	"West Virginia"	"54"	"Syphilis, Primary and secondary"	"10310"	"2016"	"2016"	53
	"West Virginia"	"54"	"Syphilis, Primary and secondary"	"10310"	"2017"	"2017"	62
	"West Virginia"	"54"	"Syphilis, Primary and secondary"	"10310"	"2018"	"2018"	65
	"West Virginia"	"54"	"Tetanus"	"10210"	"2016"	"2016"	1
	"West Virginia"	"54"	"Tetanus"	"10210"	"2018"	"2018"	1
	"West Virginia"	"54"	"Tuberculosis"	"10220"	"2016"	"2016"	14
	"West Virginia"	"54"	"Tuberculosis"	"10220"	"2017"	"2017"	16
	"West Virginia"	"54"	"Tuberculosis"	"10220"	"2018"	"2018"	6
	"West Virginia"	"54"	"Tularemia"	"10230"	"2018"	"2018"	1
	"West Virginia"	"54"	"Typhoid fever"	"10240"	"2016"	"2016"	1
	"West Virginia"	"54"	"Vancomycin-intermediate Staphylococcus aureus"	"11663"	"2017"	"2017"	1
	"West Virginia"	"54"	"Vibriosis, Total"	"11545"	"2016"	"2016"	2
	"West Virginia"	"54"	"Vibriosis, Total"	"11545"	"2017"	"2017"	2
	"West Virginia"	"54"	"Vibriosis, Total"	"11545"	"2018"	"2018"	11
	"West Virginia"	"54"	"Vibriosis, Confirmed"	"50234"	"2016"	"2016"	2
	"West Virginia"	"54"	"Vibriosis, Confirmed"	"50234"	"2018"	"2018"	3
	"West Virginia"	"54"	"Vibriosis, Probable"	"50235"	"2017"	"2017"	2
	"West Virginia"	"54"	"Vibriosis, Probable"	"50235"	"2018"	"2018"	8
	"West Virginia"	"54"	"Zika virus, Zika virus disease, non-congenital"	"50223"	"2016"	"2016"	11
	"West Virginia"	"54"	"Zika virus, Zika virus disease, non-congenital"	"50223"	"2017"	"2017"	1
	"Wisconsin"	"55"	"Arboviral diseases, Chikungunya virus disease"	"10073"	"2016"	"2016"	2
	"Wisconsin"	"55"	"Arboviral diseases, Chikungunya virus disease"	"10073"	"2017"	"2017"	5
	"Wisconsin"	"55"	"Arboviral diseases, Chikungunya virus disease"	"10073"	"2018"	"2018"	1
	"Wisconsin"	"55"	"Arboviral diseases, Eastern equine encephalitis virus disease, Neuroinvasive"	"10053"	"2017"	"2017"	1
	"Wisconsin"	"55"	"Arboviral diseases, Jamestown Canyon  virus disease, Neuroinvasive"	"10078"	"2016"	"2016"	5
	"Wisconsin"	"55"	"Arboviral diseases, Jamestown Canyon  virus disease, Neuroinvasive"	"10078"	"2017"	"2017"	36
	"Wisconsin"	"55"	"Arboviral diseases, Jamestown Canyon  virus disease, Neuroinvasive"	"10078"	"2018"	"2018"	13
	"Wisconsin"	"55"	"Arboviral diseases, Jamestown Canyon  virus disease, Non-neuroinvasive"	"10079"	"2016"	"2016"	2
	"Wisconsin"	"55"	"Arboviral diseases, Jamestown Canyon  virus disease, Non-neuroinvasive"	"10079"	"2017"	"2017"	7
	"Wisconsin"	"55"	"Arboviral diseases, Jamestown Canyon  virus disease, Non-neuroinvasive"	"10079"	"2018"	"2018"	10
	"Wisconsin"	"55"	"Arboviral diseases, La Crosse  virus disease, Neuroinvasive"	"10081"	"2016"	"2016"	3
	"Wisconsin"	"55"	"Arboviral diseases, La Crosse  virus disease, Neuroinvasive"	"10081"	"2017"	"2017"	2
	"Wisconsin"	"55"	"Arboviral diseases, La Crosse  virus disease, Non-neuroinvasive"	"10082"	"2016"	"2016"	1
	"Wisconsin"	"55"	"Arboviral diseases, Powassan virus disease, Neuroinvasive"	"10057"	"2016"	"2016"	5
	"Wisconsin"	"55"	"Arboviral diseases, Powassan virus disease, Neuroinvasive"	"10057"	"2017"	"2017"	3
	"Wisconsin"	"55"	"Arboviral diseases, Powassan virus disease, Neuroinvasive"	"10057"	"2018"	"2018"	3
	"Wisconsin"	"55"	"Arboviral diseases, St. Louis encephalitis virus disease, Neuroinvasive"	"10051"	"2018"	"2018"	1
	"Wisconsin"	"55"	"Arboviral diseases, West Nile virus disease, Neuroinvasive"	"10056"	"2016"	"2016"	10
	"Wisconsin"	"55"	"Arboviral diseases, West Nile virus disease, Neuroinvasive"	"10056"	"2017"	"2017"	47
	"Wisconsin"	"55"	"Arboviral diseases, West Nile virus disease, Neuroinvasive"	"10056"	"2018"	"2018"	29
	"Wisconsin"	"55"	"Arboviral diseases, West Nile virus disease, Non-neuroinvasive"	"10049"	"2016"	"2016"	3
	"Wisconsin"	"55"	"Arboviral diseases, West Nile virus disease, Non-neuroinvasive"	"10049"	"2017"	"2017"	4
	"Wisconsin"	"55"	"Arboviral diseases, West Nile virus disease, Non-neuroinvasive"	"10049"	"2018"	"2018"	4
	"Wisconsin"	"55"	"Babesiosis, Total"	"12010"	"2016"	"2016"	68
	"Wisconsin"	"55"	"Babesiosis, Total"	"12010"	"2017"	"2017"	88
	"Wisconsin"	"55"	"Babesiosis, Total"	"12010"	"2018"	"2018"	62
	"Wisconsin"	"55"	"Babesiosis, Confirmed"	"12011"	"2016"	"2016"	51
	"Wisconsin"	"55"	"Babesiosis, Confirmed"	"12011"	"2017"	"2017"	61
	"Wisconsin"	"55"	"Babesiosis, Confirmed"	"12011"	"2018"	"2018"	43
	"Wisconsin"	"55"	"Babesiosis, Probable"	"12012"	"2016"	"2016"	17
	"Wisconsin"	"55"	"Babesiosis, Probable"	"12012"	"2017"	"2017"	27
	"Wisconsin"	"55"	"Babesiosis, Probable"	"12012"	"2018"	"2018"	19
	"Wisconsin"	"55"	"Brucellosis"	"10020"	"2016"	"2016"	3
	"Wisconsin"	"55"	"Brucellosis"	"10020"	"2017"	"2017"	2
	"Wisconsin"	"55"	"Brucellosis"	"10020"	"2018"	"2018"	3
	"Wisconsin"	"55"	"Campylobacteriosis"	"11020"	"2016"	"2016"	1638
	"Wisconsin"	"55"	"Campylobacteriosis"	"11020"	"2017"	"2017"	1705
	"Wisconsin"	"55"	"Campylobacteriosis"	"11020"	"2018"	"2018"	1700
	"Wisconsin"	"55"	"Chlamydia trachomatis infection"	"10274"	"2016"	"2016"	26894
	"Wisconsin"	"55"	"Chlamydia trachomatis infection"	"10274"	"2017"	"2017"	27740
	"Wisconsin"	"55"	"Chlamydia trachomatis infection"	"10274"	"2018"	"2018"	28027
	"Wisconsin"	"55"	"Coccidioidomycosis"	"11900"	"2016"	"2016"	13
	"Wisconsin"	"55"	"Coccidioidomycosis"	"11900"	"2017"	"2017"	11
	"Wisconsin"	"55"	"Coccidioidomycosis"	"11900"	"2018"	"2018"	25
	"Wisconsin"	"55"	"Cryptosporidiosis, Total"	"11580"	"2016"	"2016"	874
	"Wisconsin"	"55"	"Cryptosporidiosis, Total"	"11580"	"2017"	"2017"	727
	"Wisconsin"	"55"	"Cryptosporidiosis, Total"	"11580"	"2018"	"2018"	862
	"Wisconsin"	"55"	"Cryptosporidiosis, Confirmed"	"11582"	"2016"	"2016"	372
	"Wisconsin"	"55"	"Cryptosporidiosis, Confirmed"	"11582"	"2017"	"2017"	461
	"Wisconsin"	"55"	"Cryptosporidiosis, Confirmed"	"11582"	"2018"	"2018"	600
	"Wisconsin"	"55"	"Cryptosporidiosis, Probable"	"11583"	"2016"	"2016"	502
	"Wisconsin"	"55"	"Cryptosporidiosis, Probable"	"11583"	"2017"	"2017"	266
	"Wisconsin"	"55"	"Cryptosporidiosis, Probable"	"11583"	"2018"	"2018"	262
	"Wisconsin"	"55"	"Cyclosporiasis"	"11575"	"2016"	"2016"	5
	"Wisconsin"	"55"	"Cyclosporiasis"	"11575"	"2017"	"2017"	23
	"Wisconsin"	"55"	"Cyclosporiasis"	"11575"	"2018"	"2018"	320
	"Wisconsin"	"55"	"Dengue virus infections, Dengue"	"10680"	"2016"	"2016"	7
	"Wisconsin"	"55"	"Dengue virus infections, Dengue"	"10680"	"2017"	"2017"	18
	"Wisconsin"	"55"	"Dengue virus infections, Dengue"	"10680"	"2018"	"2018"	7
	"Wisconsin"	"55"	"Dengue virus infections, Severe dengue"	"11705"	"2018"	"2018"	1
	"Wisconsin"	"55"	"Ehrlichiosis and Anaplasmosis, Anaplasma phagocytophilum infection"	"11090"	"2016"	"2016"	615
	"Wisconsin"	"55"	"Ehrlichiosis and Anaplasmosis, Anaplasma phagocytophilum infection"	"11090"	"2017"	"2017"	684
	"Wisconsin"	"55"	"Ehrlichiosis and Anaplasmosis, Anaplasma phagocytophilum infection"	"11090"	"2018"	"2018"	366
	"Wisconsin"	"55"	"Ehrlichiosis and Anaplasmosis, Ehrlichia chaffeensis infection"	"11088"	"2016"	"2016"	27
	"Wisconsin"	"55"	"Ehrlichiosis and Anaplasmosis, Ehrlichia chaffeensis infection"	"11088"	"2017"	"2017"	58
	"Wisconsin"	"55"	"Ehrlichiosis and Anaplasmosis, Ehrlichia chaffeensis infection"	"11088"	"2018"	"2018"	67
	"Wisconsin"	"55"	"Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection"	"11089"	"2016"	"2016"	1
	"Wisconsin"	"55"	"Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection"	"11089"	"2017"	"2017"	1
	"Wisconsin"	"55"	"Ehrlichiosis and Anaplasmosis, Undetermined ehrlichiosis/anaplasmosis"	"11091"	"2016"	"2016"	52
	"Wisconsin"	"55"	"Ehrlichiosis and Anaplasmosis, Undetermined ehrlichiosis/anaplasmosis"	"11091"	"2017"	"2017"	85
	"Wisconsin"	"55"	"Ehrlichiosis and Anaplasmosis, Undetermined ehrlichiosis/anaplasmosis"	"11091"	"2018"	"2018"	83
	"Wisconsin"	"55"	"Giardiasis"	"11570"	"2016"	"2016"	813
	"Wisconsin"	"55"	"Giardiasis"	"11570"	"2017"	"2017"	678
	"Wisconsin"	"55"	"Giardiasis"	"11570"	"2018"	"2018"	676
	"Wisconsin"	"55"	"Gonorrhea"	"10280"	"2016"	"2016"	6498
	"Wisconsin"	"55"	"Gonorrhea"	"10280"	"2017"	"2017"	7661
	"Wisconsin"	"55"	"Gonorrhea"	"10280"	"2018"	"2018"	7882
	"Wisconsin"	"55"	"Haemophilus influenzae, invasive disease, All ages, all serotypes"	"10590"	"2016"	"2016"	128
	"Wisconsin"	"55"	"Haemophilus influenzae, invasive disease, All ages, all serotypes"	"10590"	"2017"	"2017"	122
	"Wisconsin"	"55"	"Haemophilus influenzae, invasive disease, All ages, all serotypes"	"10590"	"2018"	"2018"	116
	"Wisconsin"	"55"	"Haemophilus influenzae, invasive disease, Age <5 years, Serotype b"	"10591"	"2017"	"2017"	1
	"Wisconsin"	"55"	"Haemophilus influenzae, invasive disease, Age <5 years, Serotype b"	"10591"	"2018"	"2018"	1
	"Wisconsin"	"55"	"Haemophilus influenzae, invasive disease, Age <5 years, Non-b serotype"	"10593"	"2016"	"2016"	5
	"Wisconsin"	"55"	"Haemophilus influenzae, invasive disease, Age <5 years, Non-b serotype"	"10593"	"2017"	"2017"	5
	"Wisconsin"	"55"	"Haemophilus influenzae, invasive disease, Age <5 years, Non-b serotype"	"10593"	"2018"	"2018"	2
	"Wisconsin"	"55"	"Haemophilus influenzae, invasive disease, Age <5 years, Nontypeable"	"10592"	"2016"	"2016"	6
	"Wisconsin"	"55"	"Haemophilus influenzae, invasive disease, Age <5 years, Nontypeable"	"10592"	"2017"	"2017"	3
	"Wisconsin"	"55"	"Haemophilus influenzae, invasive disease, Age <5 years, Nontypeable"	"10592"	"2018"	"2018"	3
	"Wisconsin"	"55"	"Haemophilus influenzae, invasive disease, Age <5 years, Unknown serotype"	"10594"	"2017"	"2017"	1
	"Wisconsin"	"55"	"Hantavirus infection, non-hantavirus pulmonary syndrome"	"11610"	"2016"	"2016"	2
	"Wisconsin"	"55"	"Hantavirus infection, non-hantavirus pulmonary syndrome"	"11610"	"2017"	"2017"	1
	"Wisconsin"	"55"	"Hemolytic uremic syndrome post-diarrheal"	"11550"	"2016"	"2016"	7
	"Wisconsin"	"55"	"Hemolytic uremic syndrome post-diarrheal"	"11550"	"2017"	"2017"	13
	"Wisconsin"	"55"	"Hemolytic uremic syndrome post-diarrheal"	"11550"	"2018"	"2018"	8
	"Wisconsin"	"55"	"Hepatitis, A, acute"	"10110"	"2016"	"2016"	7
	"Wisconsin"	"55"	"Hepatitis, A, acute"	"10110"	"2017"	"2017"	16
	"Wisconsin"	"55"	"Hepatitis, A, acute"	"10110"	"2018"	"2018"	15
	"Wisconsin"	"55"	"Hepatitis, B, acute"	"10100"	"2016"	"2016"	9
	"Wisconsin"	"55"	"Hepatitis, B, acute"	"10100"	"2017"	"2017"	14
	"Wisconsin"	"55"	"Hepatitis, B, acute"	"10100"	"2018"	"2018"	14
	"Wisconsin"	"55"	"Hepatitis, B, perinatal infection"	"10104"	"2016"	"2016"	1
	"Wisconsin"	"55"	"Hepatitis, C, acute"	"10101"	"2016"	"2016"	103
	"Wisconsin"	"55"	"Hepatitis, C, acute"	"10101"	"2017"	"2017"	94
	"Wisconsin"	"55"	"Hepatitis, C, acute"	"10101"	"2018"	"2018"	142
	"Wisconsin"	"55"	"Hepatitis, C, acute, Confirmed"	"50228"	"2017"	"2017"	94
	"Wisconsin"	"55"	"Hepatitis, C, acute, Confirmed"	"50228"	"2018"	"2018"	134
	"Wisconsin"	"55"	"Hepatitis, C, acute, Probable"	"50229"	"2018"	"2018"	8
	"Wisconsin"	"55"	"Hepatitis, C, perinatal infection"	"50248"	"2018"	"2018"	2
	"Wisconsin"	"55"	"Human immunodeficiency virus diagnoses"	"10560"	"2016"	"2016"	210
	"Wisconsin"	"55"	"Human immunodeficiency virus diagnoses"	"10560"	"2017"	"2017"	244
	"Wisconsin"	"55"	"Human immunodeficiency virus diagnoses"	"10560"	"2018"	"2018"	207
	"Wisconsin"	"55"	"Influenza-associated pediatric mortality"	"11061"	"2016"	"2016"	3
	"Wisconsin"	"55"	"Influenza-associated pediatric mortality"	"11061"	"2017"	"2017"	1
	"Wisconsin"	"55"	"Influenza-associated pediatric mortality"	"11061"	"2018"	"2018"	2
	"Wisconsin"	"55"	"Invasive pneumococcal disease, All ages"	"11723"	"2016"	"2016"	417
	"Wisconsin"	"55"	"Invasive pneumococcal disease, All ages"	"11723"	"2017"	"2017"	489
	"Wisconsin"	"55"	"Invasive pneumococcal disease, All ages"	"11723"	"2018"	"2018"	511
	"Wisconsin"	"55"	"Invasive pneumococcal disease, All ages, Confirmed"	"50230"	"2016"	"2016"	417
	"Wisconsin"	"55"	"Invasive pneumococcal disease, All ages, Confirmed"	"50230"	"2017"	"2017"	489
	"Wisconsin"	"55"	"Invasive pneumococcal disease, All ages, Confirmed"	"50230"	"2018"	"2018"	511
	"Wisconsin"	"55"	"Invasive pneumococcal disease, Age <5 years"	"11722"	"2016"	"2016"	18
	"Wisconsin"	"55"	"Invasive pneumococcal disease, Age <5 years"	"11722"	"2017"	"2017"	36
	"Wisconsin"	"55"	"Invasive pneumococcal disease, Age <5 years"	"11722"	"2018"	"2018"	37
	"Wisconsin"	"55"	"Invasive pneumococcal disease, Age <5 years, Confirmed"	"50232"	"2016"	"2016"	18
	"Wisconsin"	"55"	"Invasive pneumococcal disease, Age <5 years, Confirmed"	"50232"	"2017"	"2017"	36
	"Wisconsin"	"55"	"Invasive pneumococcal disease, Age <5 years, Confirmed"	"50232"	"2018"	"2018"	37
	"Wisconsin"	"55"	"Legionellosis"	"10490"	"2016"	"2016"	114
	"Wisconsin"	"55"	"Legionellosis"	"10490"	"2017"	"2017"	176
	"Wisconsin"	"55"	"Legionellosis"	"10490"	"2018"	"2018"	331
	"Wisconsin"	"55"	"Leptospirosis"	"10390"	"2017"	"2017"	2
	"Wisconsin"	"55"	"Leptospirosis"	"10390"	"2018"	"2018"	8
	"Wisconsin"	"55"	"Listeriosis, Total"	"10640"	"2016"	"2016"	16
	"Wisconsin"	"55"	"Listeriosis, Total"	"10640"	"2017"	"2017"	11
	"Wisconsin"	"55"	"Listeriosis, Total"	"10640"	"2018"	"2018"	17
	"Wisconsin"	"55"	"Lyme disease, Total"	"11080"	"2016"	"2016"	2295
	"Wisconsin"	"55"	"Lyme disease, Total"	"11080"	"2017"	"2017"	3000
	"Wisconsin"	"55"	"Lyme disease, Total"	"11080"	"2018"	"2018"	1869
	"Wisconsin"	"55"	"Lyme disease, Confirmed"	"11081"	"2016"	"2016"	1504
	"Wisconsin"	"55"	"Lyme disease, Confirmed"	"11081"	"2017"	"2017"	1794
	"Wisconsin"	"55"	"Lyme disease, Confirmed"	"11081"	"2018"	"2018"	1121
	"Wisconsin"	"55"	"Lyme disease, Probable"	"11082"	"2016"	"2016"	791
	"Wisconsin"	"55"	"Lyme disease, Probable"	"11082"	"2017"	"2017"	1206
	"Wisconsin"	"55"	"Lyme disease, Probable"	"11082"	"2018"	"2018"	748
	"Wisconsin"	"55"	"Malaria"	"10130"	"2016"	"2016"	20
	"Wisconsin"	"55"	"Malaria"	"10130"	"2017"	"2017"	10
	"Wisconsin"	"55"	"Malaria"	"10130"	"2018"	"2018"	16
	"Wisconsin"	"55"	"Meningococcal disease, All serogroups"	"10150"	"2016"	"2016"	6
	"Wisconsin"	"55"	"Meningococcal disease, All serogroups"	"10150"	"2017"	"2017"	4
	"Wisconsin"	"55"	"Meningococcal disease, All serogroups"	"10150"	"2018"	"2018"	10
	"Wisconsin"	"55"	"Meningococcal disease, Serogroups ACWY"	"10151"	"2016"	"2016"	1
	"Wisconsin"	"55"	"Meningococcal disease, Serogroups ACWY"	"10151"	"2017"	"2017"	1
	"Wisconsin"	"55"	"Meningococcal disease, Serogroups ACWY"	"10151"	"2018"	"2018"	4
	"Wisconsin"	"55"	"Meningococcal disease, Serogroup B"	"10152"	"2016"	"2016"	4
	"Wisconsin"	"55"	"Meningococcal disease, Serogroup B"	"10152"	"2017"	"2017"	1
	"Wisconsin"	"55"	"Meningococcal disease, Serogroup B"	"10152"	"2018"	"2018"	4
	"Wisconsin"	"55"	"Meningococcal disease, Other serogroups"	"10153"	"2016"	"2016"	1
	"Wisconsin"	"55"	"Meningococcal disease, Other serogroups"	"10153"	"2017"	"2017"	2
	"Wisconsin"	"55"	"Meningococcal disease, Other serogroups"	"10153"	"2018"	"2018"	2
	"Wisconsin"	"55"	"Mumps"	"10180"	"2016"	"2016"	48
	"Wisconsin"	"55"	"Mumps"	"10180"	"2017"	"2017"	49
	"Wisconsin"	"55"	"Mumps"	"10180"	"2018"	"2018"	26
	"Wisconsin"	"55"	"Novel Influenza A virus infections"	"11062"	"2016"	"2016"	1
	"Wisconsin"	"55"	"Pertussis"	"10190"	"2016"	"2016"	1443
	"Wisconsin"	"55"	"Pertussis"	"10190"	"2017"	"2017"	754
	"Wisconsin"	"55"	"Pertussis"	"10190"	"2018"	"2018"	700
	"Wisconsin"	"55"	"Q fever, Total"	"10256"	"2016"	"2016"	7
	"Wisconsin"	"55"	"Q fever, Total"	"10256"	"2017"	"2017"	6
	"Wisconsin"	"55"	"Q fever, Total"	"10256"	"2018"	"2018"	6
	"Wisconsin"	"55"	"Q fever, Acute"	"10257"	"2016"	"2016"	6
	"Wisconsin"	"55"	"Q fever, Acute"	"10257"	"2017"	"2017"	6
	"Wisconsin"	"55"	"Q fever, Acute"	"10257"	"2018"	"2018"	6
	"Wisconsin"	"55"	"Q fever, Chronic"	"10258"	"2016"	"2016"	1
	"Wisconsin"	"55"	"Rabies, Animal"	"10340"	"2017"	"2017"	29
	"Wisconsin"	"55"	"Rabies, Animal"	"10340"	"2018"	"2018"	19
	"Wisconsin"	"55"	"Salmonellosis"	"11000"	"2016"	"2016"	902
	"Wisconsin"	"55"	"Salmonellosis"	"11000"	"2017"	"2017"	1004
	"Wisconsin"	"55"	"Salmonellosis (excluding paratyphoid fever and typhoid fever)"	"50242"	"2018"	"2018"	1034
	"Wisconsin"	"55"	"Shiga toxin-producing Escherichia coli (STEC)"	"11563"	"2016"	"2016"	273
	"Wisconsin"	"55"	"Shiga toxin-producing Escherichia coli (STEC)"	"11563"	"2017"	"2017"	222
	"Wisconsin"	"55"	"Shiga toxin-producing Escherichia coli (STEC)"	"11563"	"2018"	"2018"	555
	"Wisconsin"	"55"	"Shigellosis"	"11010"	"2016"	"2016"	735
	"Wisconsin"	"55"	"Shigellosis"	"11010"	"2017"	"2017"	267
	"Wisconsin"	"55"	"Shigellosis"	"11010"	"2018"	"2018"	145
	"Wisconsin"	"55"	"Spotted fever rickettsiosis, Total"	"10250"	"2016"	"2016"	19
	"Wisconsin"	"55"	"Spotted fever rickettsiosis, Total"	"10250"	"2017"	"2017"	23
	"Wisconsin"	"55"	"Spotted fever rickettsiosis, Total"	"10250"	"2018"	"2018"	28
	"Wisconsin"	"55"	"Spotted fever rickettsiosis, Confirmed"	"10253"	"2018"	"2018"	2
	"Wisconsin"	"55"	"Spotted fever rickettsiosis, Probable"	"10254"	"2016"	"2016"	19
	"Wisconsin"	"55"	"Spotted fever rickettsiosis, Probable"	"10254"	"2017"	"2017"	23
	"Wisconsin"	"55"	"Spotted fever rickettsiosis, Probable"	"10254"	"2018"	"2018"	26
	"Wisconsin"	"55"	"Streptococcal toxic shock syndrome"	"11700"	"2018"	"2018"	1
	"Wisconsin"	"55"	"Syphilis, Total, all stages"	"10399"	"2016"	"2016"	423
	"Wisconsin"	"55"	"Syphilis, Total, all stages"	"10399"	"2017"	"2017"	551
	"Wisconsin"	"55"	"Syphilis, Total, all stages"	"10399"	"2018"	"2018"	509
	"Wisconsin"	"55"	"Syphilis, Congenital"	"10316"	"2016"	"2016"	1
	"Wisconsin"	"55"	"Syphilis, Congenital"	"10316"	"2017"	"2017"	3
	"Wisconsin"	"55"	"Syphilis, Congenital"	"10316"	"2018"	"2018"	1
	"Wisconsin"	"55"	"Syphilis, Primary and secondary"	"10310"	"2016"	"2016"	132
	"Wisconsin"	"55"	"Syphilis, Primary and secondary"	"10310"	"2017"	"2017"	173
	"Wisconsin"	"55"	"Syphilis, Primary and secondary"	"10310"	"2018"	"2018"	152
	"Wisconsin"	"55"	"Tetanus"	"10210"	"2017"	"2017"	1
	"Wisconsin"	"55"	"Tetanus"	"10210"	"2018"	"2018"	2
	"Wisconsin"	"55"	"Toxic shock syndrome (other than Streptococcal)"	"10520"	"2017"	"2017"	2
	"Wisconsin"	"55"	"Trichinellosis"	"10270"	"2016"	"2016"	3
	"Wisconsin"	"55"	"Trichinellosis"	"10270"	"2018"	"2018"	1
	"Wisconsin"	"55"	"Tuberculosis"	"10220"	"2016"	"2016"	40
	"Wisconsin"	"55"	"Tuberculosis"	"10220"	"2017"	"2017"	49
	"Wisconsin"	"55"	"Tuberculosis"	"10220"	"2018"	"2018"	49
	"Wisconsin"	"55"	"Tularemia"	"10230"	"2016"	"2016"	1
	"Wisconsin"	"55"	"Tularemia"	"10230"	"2018"	"2018"	1
	"Wisconsin"	"55"	"Typhoid fever"	"10240"	"2016"	"2016"	8
	"Wisconsin"	"55"	"Typhoid fever"	"10240"	"2017"	"2017"	3
	"Wisconsin"	"55"	"Typhoid fever"	"10240"	"2018"	"2018"	5
	"Wisconsin"	"55"	"Vancomycin-intermediate Staphylococcus aureus"	"11663"	"2016"	"2016"	6
	"Wisconsin"	"55"	"Vancomycin-intermediate Staphylococcus aureus"	"11663"	"2017"	"2017"	6
	"Wisconsin"	"55"	"Vancomycin-intermediate Staphylococcus aureus"	"11663"	"2018"	"2018"	10
